Order_ID,Order_Date,Ship_Date,Ship_Mode,Country_Region,City,State_Province,Postal_Code,Customer_Name,Product_Name,Quantity,Discount
325025,2018-01-01,6,Second Class,Canada,Hudson,Québec,J0N,Tony Sayre,Binney & Smith inkTank Erasable Pocket Highlighter,94,0.58
640954,2018-01-01,30,First Class,Mexico,Lazaro Cardenas,Chiapas,29755,Jim Epp,Global Commerce Series Low-Back Swivel/Tilt Chairs,56,0.04
558492,2018-01-01,10,Expedited,United States,New York City,New York,10184,Bill Tyler,2 3/4 X 5,6,0.22
87939,2018-01-01,12,Expedited,United States,Houston,Texas,77045,Brosina Hoffman,Kingston Digital DataTraveler 32GB USB 2.0,52,0.11
718478,2018-01-01,17,First Class,United States,Alexandria,Virginia,22309,Valerie Takahito,Global Highback Leather Tilter in Burgundy,62,0.41
827695,2018-01-01,30,Standard Class,United States,Saint Petersburg,Florida,33710,Annie Thurman,Wilson SignalBoost 841262 DB PRO Amplifier Kit,91,0.59
175299,2018-01-01,28,Expedited,United States,Zephyrhills,Florida,33543,Ivan Liston,File Shuttle II and Handi-File,67,0.09
861161,2018-01-01,25,Second Class,United States,Rochester,New York,14652,Elizabeth Moffitt,Xerox 224,11,0.01
361788,2018-01-01,26,First Class,United States,Washington,District of Columbia,20067,Lori Olson,Clear,41,0.37
206110,2018-01-01,27,Expedited,United States,Raleigh,North Carolina,27635,Chad McGuire,Maxell 4.7GB DVD-R 5/Pack,69,0.56
708731,2018-01-01,15,Expedited,United States,Springfield,Illinois,62756,Dorothy Badders,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,64,0.21
316364,2018-01-01,30,Second Class,United States,Greensboro,North Carolina,27404,Kelly Andreada,Chisel Tip,88,0.61
112517,2018-01-01,12,Second Class,Canada,Warwick,Québec,G6R,Nora Preis,Plastic,70,0.52
612921,2018-01-01,8,Standard Class,United States,Memphis,Tennessee,38188,Don Miller,Xerox 232,26,0.61
786889,2018-01-01,14,Standard Class,Canada,Lloydminster,Saskatchewan,S9V,Angele Hood,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,44,0.04
365268,2018-01-01,28,Second Class,Canada,Ferme-Neuve,Québec,V5Y,Anne Pryor,Polycom CX300 Desktop Phone USB VoIP phone,40,0.42
37266,2018-01-01,25,Second Class,United States,Chico,California,95973,Tony Chapman,Black,73,0.51
654639,2018-01-01,6,First Class,Mexico,Lazaro Cardenas,Michoacan De Ocampo,60340,Janet Lee,Chromcraft Bull-Nose Wood 48 x 96 Rectangular Conference Tables,88,0.63
951900,2018-01-01,4,Standard Class,United States,Humble,Texas,77346,Cindy Stewart,Hon Deluxe Fabric Upholstered Stacking Chairs,79,0.63
822823,2018-01-01,25,Standard Class,United States,Philadelphia,Pennsylvania,19125,Benjamin Patterson,Rounded Back,83,0.24
563685,2018-01-01,30,Expedited,Canada,Dorchester,Ontario,E4K,Shirley Jackson,Perma STOR-ALL Hanging File Box,93,0.74
228924,2018-01-01,20,Standard Class,Mexico,Azteca,Veracruz Llave,93270,Victoria Pisteka,LF Elite 3D Dazzle Designer Hard Case Cover,96,0.13
667568,2018-01-01,11,Expedited,United States,Springfield,Illinois,62723,Zuschuss Donatelli,Cardinal Holdit Business Card Pockets,50,0.63
245142,2018-01-01,15,First Class,United States,Humble,Texas,77346,Ben Wallace,Dax Clear Box Frame,21,0.21
726519,2018-01-01,7,Second Class,United States,Waterbury,Connecticut,06705,Helen Abelman,Wirebound Service Call Books,34,0.42
908150,2018-01-01,17,First Class,United States,Detroit,Michigan,48211,Emily Burns,Green Canvas Binder for 8-1/2 x 14 Sheets,97,0.66
717992,2018-01-01,1,Expedited,United States,Duluth,Georgia,30096,Harry Olson,Black,18,0.35
982356,2018-01-01,4,Second Class,United States,Silver Spring,Maryland,20910,Deirdre Greer,Green Cycle,94,0.32
809084,2018-01-01,11,Second Class,United States,Newport News,Virginia,23605,Brian Dahlen,Avery Non-Stick Binders,7,0.58
268332,2018-01-01,10,Standard Class,Canada,Oliver,British Columbia,E5L,Katrina Willman,Fellowes 8 Outlet Superior Workstation Surge Protector,33,0.37
877594,2018-01-01,1,First Class,Canada,South River,Ontario,P3Y,Justin Hirsh,VariCap6 Expandable Binder,1,0.06
748264,2018-01-01,17,First Class,Canada,Saskatoon,Saskatchewan,S7W,Liz Preis,GBC Prepunched Paper,80,0.51
410399,2018-01-01,30,First Class,United States,Pensacola,Florida,32505,Tracy Collins,Xerox 1929,93,0.24
618168,2018-01-01,9,Standard Class,United States,Fort Worth,Texas,76129,Kimberly Carter,Belkin 6 Outlet Metallic Surge Strip,37,0.27
480764,2018-01-01,4,Expedited,Mexico,Las Flores,Veracruz Llave,95096,Brad Eason,Acme Serrated Blade Letter Opener,79,0.75
156342,2018-01-01,14,Standard Class,Canada,Powassan,Ontario,E3G,Neil Ducich,200 Sets/Book,50,0.71
549363,2018-01-01,15,Second Class,Mexico,Benito Juarez,Veracruz Llave,96720,Eudokia Martin,Xerox 1956,48,0.47
644494,2018-01-01,26,Standard Class,United States,Hagerstown,Maryland,21747,Sandra Glassco,White,45,0.06
308750,2018-01-01,9,Expedited,United States,Englewood,Colorado,80150,Craig Molinari,Wilson Jones 1 Hanging DublLock Ring Binders,3,0.12
417185,2018-01-01,21,Standard Class,Mexico,Reforma,Chihuahua,32600,Don Miller,3.6 Cubic Foot Counter Height Office Refrigerator,33,0.08
681698,2018-01-01,21,Standard Class,Canada,Smithers,British Columbia,P3N,Andy Yotov,SAFCO Boltless Steel Shelving,55,0.02
958447,2018-01-01,14,Standard Class,Canada,Kamloops,British Columbia,H9P,Frank Preis,Recycled Eldon Regeneration Jumbo File,76,0.02
810469,2018-01-01,12,First Class,United States,Billings,Montana,59112,Jane Waco,GBC DocuBind TL300 Electric Binding System,84,0.48
91052,2018-01-01,18,Expedited,Mexico,Niños Heroes,Oaxaca,68145,Maribeth Yedwab,1,3,0.14
867938,2018-01-01,17,First Class,United States,Boca Raton,Florida,33499,John Castell,8-1/2 x 11,38,0.38
342049,2018-01-01,12,Standard Class,United States,Washington,District of Columbia,20220,Sung Chung,Blue,20,0.36
642764,2018-01-01,15,Expedited,United States,Elmira,New York,14905,Tony Sayre,Yellow,18,0.13
346564,2018-01-01,14,Second Class,United States,Oklahoma City,Oklahoma,73135,Dave Poirier,Advantus Motivational Note Cards,96,0.32
215157,2018-01-01,25,Second Class,Mexico,Emiliano Zapata,Sinaloa,82190,Evan Bailliet,Turquoise Lead Holder with Pocket Clip,89,0.62
135152,2018-01-01,7,Expedited,United States,Los Angeles,California,90045,Ken Heidel,Hon Metal Bookcases,51,0.66
396150,2018-01-01,22,Standard Class,United States,San Antonio,Texas,78215,Bart Pistole,Black,49,0.68
286629,2018-01-01,24,First Class,Mexico,San Luis,Coahuila De Zaragoza,27400,Aaron Smayling,Master Caster Door Stop,52,0.7
244356,2018-01-01,17,Standard Class,Canada,Invermere,British Columbia,J1K,Mike Gockenbach,4/Pack,20,0.74
919226,2018-01-01,20,Expedited,United States,Baltimore,Maryland,21229,Pamela Stobb,Acco Pressboard Covers with Storage Hooks,30,0.04
845894,2018-01-01,11,First Class,Canada,Athabasca,Alberta,T9S,Emily Grady,Acco Smartsocket Table Surge Protector,65,0.14
994433,2018-01-01,27,Second Class,Canada,Fox Creek,Alberta,E4B,Tim Taslimi,Inter-Office Recycled Envelopes,20,0.15
235496,2018-01-01,16,First Class,United States,Boston,Massachusetts,02283,Rick Huthwaite,Wire Frame,32,0.53
938515,2018-01-01,16,Standard Class,Mexico,Emiliano Zapata,Michoacan De Ocampo,61607,Maxwell Schwartz,Regeneration Desk Collection,58,0.5
348799,2018-01-01,12,Expedited,United States,Seattle,Washington,98104,Jonathan Doherty,Deluxe Chalkboard Eraser Cleaner,57,0.15
814358,2018-01-01,5,First Class,United States,Salt Lake City,Utah,84105,Bryan Davis,Avery Hidden Tab Dividers for Binding Systems,21,0.53
870061,2018-01-01,7,Expedited,United States,Birmingham,Alabama,35215,Michelle Moray,HTC One Mini,41,0.4
671838,2018-01-01,28,Expedited,Canada,Ottawa,Ontario,J8Y,Anthony Witt,Holmes Replacement Filter for HEPA Air Cleaner,29,0.74
322797,2018-01-01,16,Second Class,Canada,L'Épiphanie,Québec,J5X,Adam Shillingsburg,GBC DocuBind P400 Electric Binding System,49,0.07
138186,2018-01-01,9,Second Class,Canada,Melita,Manitoba,M5L,Scot Coram,Newell 312,42,0.11
484900,2018-01-01,21,First Class,United States,Annapolis,Maryland,21405,Darren Powers,3-ring staple pack,70,0.63
284265,2018-01-01,26,Standard Class,Canada,Walnut Grove,British Columbia,V2X,Maxwell Schwartz,GBC Standard Plastic Binding Systems Combs,40,0.18
950635,2018-01-01,10,First Class,United States,Richmond,Virginia,23277,Philip Brown,Carina Double Wide Media Storage Towers in Natural & Black,70,0.62
680877,2018-01-01,26,Expedited,Mexico,Lindavista,Oaxaca,70633,Katherine Murray,Ooma Telo VoIP Home Phone System,18,0.01
255847,2018-01-01,14,First Class,United States,Kansas City,Missouri,64187,Steven Roelle,Compact Automatic Electric Letter Opener,21,0.1
784897,2018-01-01,1,Expedited,Canada,Pickering,Ontario,L1X,Jill Matthias,Storex DuraTech Recycled Plastic Frosted Binders,57,0.28
844862,2018-01-01,20,Expedited,United States,Saint Louis,Missouri,63126,Natalie Webber,Office Star - Mesh Screen back chair with Vinyl seat,100,0.62
537138,2018-01-01,4,Second Class,United States,Naples,Florida,34108,Victoria Pisteka,10/Pack,39,0.19
547975,2018-01-01,12,Expedited,United States,Lansing,Michigan,48919,Andrew Gjertsen,Newell 320,16,0.64
13583,2018-01-01,30,Expedited,United States,Spartanburg,South Carolina,29305,Joni Wasserman,LF Elite 3D Dazzle Designer Hard Case Cover,82,0.57
53803,2018-01-01,11,Standard Class,Canada,Harrison Brook,New Brunswick,E7E,Corey-Lock,Floor Stand,84,0.13
166245,2018-01-01,28,First Class,Canada,Concord,Ontario,L4K,Nora Paige,Plantronics Audio 478 Stereo USB Headset,63,0.71
926453,2018-01-01,25,Standard Class,Canada,Sainte-Adèle,Québec,J8B,Laurel Workman,Boston 16750 Black Compact Battery Pencil Sharpener,9,0.04
695666,2018-01-01,3,Expedited,United States,Erie,Pennsylvania,16505,Philisse Overcash,Hunt BOSTON Vista Battery-Operated Pencil Sharpener,32,0.01
409833,2018-01-01,27,Standard Class,United States,Detroit,Michigan,48211,Lynn Smith,Plantronics 81402,42,0.15
872194,2018-01-01,30,Standard Class,United States,Fort Worth,Texas,76192,Pauline Johnson,Sanford Liquid Accent Highlighters,22,0.47
787178,2018-01-01,14,Second Class,Canada,Havre-Saint-Pierre,Québec,H4R,Vivek Sundaresam,Maxell 4.7GB DVD-R 5/Pack,20,0.44
587128,2018-01-01,20,Standard Class,United States,Syracuse,New York,13205,Jonathan Howell,Acme Value Line Scissors,11,0.52
652853,2018-01-01,21,First Class,Mexico,Antonio Toledo Corro,Sinaloa,82153,Tom Stivers,Avery 483,70,0.43
762149,2018-01-01,4,Standard Class,Canada,Fruitvale,British Columbia,K2H,Shahid Hopkins,Model AR050B,84,0.32
38308,2018-01-01,8,First Class,Mexico,Petrolera,Veracruz Llave,94723,James Peterman,Blue,33,0.07
705681,2018-01-01,24,First Class,Mexico,La Cruz,Guanajuato,36770,Tracy Collins,Assorted,91,0.61
604125,2018-01-01,23,Standard Class,United States,Valdosta,Georgia,31605,Lycoris Saunders,Acme Office Executive Series Stainless Steel Trimmers,93,0.49
283428,2018-01-01,9,Standard Class,United States,San Diego,California,92132,Meg Tillman,HP Designjet T520 Inkjet Large Format Printer - 24 Color,96,0.19
701651,2018-01-01,1,Standard Class,United States,Kansas City,Missouri,64125,Robert Marley,Insertable Tab Indexes For Data Binders,97,0.17
370747,2018-01-01,8,Standard Class,Mexico,Emiliano Zapata,Tamaulipas,88759,Rob Williams,Jiffy Padded Mailers with Self-Seal Closure,96,0.49
182637,2018-01-01,7,First Class,Canada,Port Colborne,Ontario,L3K,Bryan Spruell,Epson WorkForce WF-2530 All-in-One Printer,28,0.67
168125,2018-01-01,17,Expedited,Mexico,Los Angeles,Sinaloa,81426,Mark Van Huff,Black,59,0.38
978364,2018-01-01,10,Standard Class,United States,New Orleans,Louisiana,70174,Khloe Miller,Nu-Dell Leatherette Frames,33,0.7
894228,2018-01-01,27,Second Class,Canada,Marystown,Newfoundland and Labrador,L2N,Gary McGarr,Xerox 1924,37,0.33
399416,2018-01-01,14,First Class,United States,Evansville,Indiana,47725,Chuck Magee,Fellowes 8 Outlet Superior Workstation Surge Protector,51,0.63
372930,2018-01-01,16,First Class,United States,Miami,Florida,33158,Brendan Dodson,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,17,0.56
630080,2018-01-01,17,Second Class,Canada,Sherwood Park,Alberta,T8A,Jennifer Patt,#2,83,0.48
259164,2018-01-01,2,Expedited,United States,Richmond,Virginia,23272,Lela Donovan,Avery 51,46,0.24
596392,2018-01-01,26,Expedited,United States,New York City,New York,10170,Bart Pistole,Wilson Jones Custom Binder Spines & Labels,21,0.02
89959,2018-01-01,25,First Class,Mexico,Juarez,Chihuahua,32630,Marina Lichtenstein,Enermax Briskie RF Wireless Keyboard and Mouse Combo,8,0.72
498640,2018-01-01,9,First Class,United States,Dearborn,Michigan,48126,Nat Carroll,GBC DocuBind 200 Manual Binding Machine,17,0.72
699066,2018-01-01,10,Second Class,Mexico,El Aguacate,Guerrero,40687,Suzanne McNair,Polycom VVX 310 VoIP phone,73,0.25
59260,2018-01-01,12,Second Class,United States,Fort Lauderdale,Florida,33345,Ruben Ausman,Premium Transparent Presentation Covers,31,0.26
485359,2018-01-01,5,Standard Class,United States,New York City,New York,10009,Dave Brooks,Airmail Envelopes,81,0.69
427244,2018-01-01,22,Second Class,United States,Montgomery,Alabama,36177,Jay Fein,Global Value Mid-Back Managers Chair,90,0.05
555428,2018-01-01,13,Standard Class,United States,Omaha,Nebraska,68144,Karl Braun,Logitech B530 USBÂ HeadsetÂ -Â headsetÂ - Full size,8,0.4
154434,2018-01-01,20,Second Class,United States,Detroit,Michigan,48211,Michael Dominguez,SAFCO PlanMaster Heigh-Adjustable Drafting Table Base,70,0.35
541458,2018-01-01,16,Second Class,United States,Jacksonville,Florida,32236,Dennis Pardue,Acco Economy Flexible Poly Round Ring Binder,67,0.15
803191,2018-01-01,1,Expedited,United States,Fort Worth,Texas,76198,Khloe Miller,Stacking Tray,95,0.64
228382,2018-01-01,4,Second Class,Canada,Keswick,Ontario,L4P,Dan Reichenbach,4/Carton,25,0.59
495912,2018-01-01,6,Second Class,United States,Tacoma,Washington,98405,Duane Benoit,Logitech Trackman Marble Mouse,36,0.64
647247,2018-01-01,16,First Class,United States,Duluth,Georgia,30096,Henia Zydlo,Balt Split Level Computer Training Table,88,0.38
961941,2018-01-01,4,First Class,United States,Lancaster,California,93584,Liz Thompson,Black,47,0.14
377914,2018-01-01,14,Expedited,Mexico,Magdaleno Aguilar,Tamaulipas,89355,Ed Braxton,Avery 480,57,0.4
102867,2018-01-01,12,Standard Class,United States,Sacramento,California,94291,Dorothy Dickinson,Avery Recycled Flexi-View Covers for Binding Systems,88,0.41
775175,2018-01-01,28,Second Class,Canada,Sainte-Anne-de-Bellevue,Québec,H9X,Denny Joy,Hon Every-Day Series Multi-Task Chairs,53,0.72
376898,2018-01-01,9,Standard Class,Canada,Athabasca,Alberta,T9S,Patrick OBrill,Wirebound Message Books,79,0.3
731570,2018-01-01,11,Standard Class,Canada,Cap-Santé,Québec,N0H,Alan Shonely,Conquest 14 Commercial Heavy-Duty Upright Vacuum,89,0.41
298532,2018-01-01,15,Standard Class,United States,Erie,Pennsylvania,16522,Lindsay Williams,Xerox 21,77,0.55
844764,2018-01-01,17,First Class,Canada,New Glasgow,Nova Scotia,B2H,Frank Olsen,Avery 513,1,0.31
594313,2018-01-01,26,Second Class,United States,Tulsa,Oklahoma,74116,Chris McAfee,Staple holder,20,0.18
499262,2018-01-01,28,Standard Class,Canada,Beloeil,Québec,J3H,Brian Moss,OSullivan Living Dimensions 5-Shelf Bookcases,45,0.57
433871,2018-01-01,27,Expedited,United States,Sacramento,California,94297,Christine Phan,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,12,0.21
881909,2018-01-01,4,Expedited,United States,Los Angeles,California,90035,David Smith,Fellowes Bankers Box Stor/Drawer Steel Plus,17,0.63
389404,2018-01-01,30,Second Class,United States,Harrisburg,Pennsylvania,17126,Rick Hansen,9 1/2 x 12 1/2,31,0.16
61978,2018-01-01,23,Standard Class,Canada,Arnprior,Ontario,K7S,Pierre Wener,Avery Trapezoid Ring Binder,24,0.46
41334,2018-01-01,9,Standard Class,Mexico,Buenavista,Sinaloa,81806,Alex Avila,Wilson Jones Leather-Like Binders with DublLock Round Rings,12,0.13
372495,2018-01-01,3,Expedited,Mexico,San Isidro,Coahuila De Zaragoza,27990,Peter McVee,iOttie HLCRIO102 Car Mount,9,0.42
356179,2018-01-01,2,First Class,United States,Washington,District of Columbia,20022,Neil Ducich,Hon 2111 Invitation Series Straight Table,58,0.46
88650,2018-01-01,3,Expedited,United States,Saint Petersburg,Florida,33731,Bobby Odegard,GBC Pre-Punched Binding Paper,93,0.42
624189,2018-01-01,2,First Class,United States,Philadelphia,Pennsylvania,19120,Rob Dowd,Advantus Rolling Drawer Organizers,87,0.23
984547,2018-01-01,13,First Class,Canada,Vegreville,Alberta,T9C,Dario Medina,Logitech G700s Rechargeable Gaming Mouse,60,0.5
388392,2018-01-01,16,First Class,United States,Charleston,West Virginia,25389,Sung Pak,Newell 314,47,0.37
245870,2018-01-01,2,Standard Class,Canada,Morden,Manitoba,R6M,Karen Daniels,Perma STOR-ALL Hanging File Box,52,0.25
698943,2018-01-01,26,Expedited,Canada,Viking,Alberta,E4G,Adam Bellavance,Poly String Tie Envelopes,61,0.67
997025,2018-01-01,24,First Class,United States,Honolulu,Hawaii,96850,Muhammed MacIntyre,While You Were Out Pads,2,0.64
721076,2018-01-01,19,First Class,United States,Pompano Beach,Florida,33064,Arthur Gainer,End Table with Drawer,33,0.37
236863,2018-01-01,1,Standard Class,United States,Naperville,Illinois,60567,Patrick Ryan,19w x 6d x 43h,8,0.05
53749,2018-01-01,8,Second Class,United States,Boston,Massachusetts,02298,Paul Van Hugh,14 7/8 x 11,60,0.36
909097,2018-01-01,7,First Class,United States,Topeka,Kansas,66611,Christina VanderZanden,Hunt PowerHouse Electric Pencil Sharpener,34,0.06
190813,2018-01-01,30,Expedited,United States,Lexington,Kentucky,40510,Barbara Fisher,Fellowes PB300 Plastic Comb Binding Machine,32,0.15
563787,2018-01-01,11,Expedited,United States,Tucson,Arizona,85715,Bart Watters,GE General Use Halogen Bulbs,80,0.74
563692,2018-01-01,30,First Class,United States,Charleston,West Virginia,25389,Joni Sundaresam,Smoke,2,0.66
865254,2018-01-01,20,Expedited,United States,Orlando,Florida,32830,"",9 1/2 x 11,25,0.17
213218,2018-01-01,6,Expedited,Mexico,Benito Juarez,Oaxaca,68448,Kalyca Meade,8-3/4 x 5-1/8,86,0.5
798496,2018-01-01,18,Expedited,Canada,West Kelowna,British Columbia,V1Z,Paul Lucas,Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day,77,0.74
336271,2018-01-01,19,Expedited,Mexico,Nueva Esperanza,Veracruz Llave,94242,John Dryer,Wilson Electronics DB Pro Signal Booster,14,0.64
838208,2018-01-01,4,Standard Class,Mexico,Melchor Ocampo,Michoacan De Ocampo,61910,Philip Brown,Carina 42Hx23 3/4W Media Storage Unit,33,0.2
465894,2018-01-01,2,First Class,Mexico,Las Palmas,Guerrero,40054,Harold Engle,Tyvek  Top-Opening Peel & Seel Envelopes,90,0.32
898532,2018-01-01,26,Standard Class,Mexico,El Limon,Guerrero,39271,Pauline Johnson,C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back,53,0.7
616103,2018-01-01,8,Expedited,United States,Jackson,Mississippi,39216,Richard Eichhorn,Avery Poly Binder Pockets,58,0.62
425061,2018-01-01,25,Expedited,Canada,Prévost,Québec,T7Z,Don Weiss,Wood Photo Frame,44,0.51
89661,2018-01-01,9,Expedited,United States,Bronx,New York,10464,Eleni McCrary,DAX Cubicle Frames,80,0.37
347124,2018-01-01,13,Standard Class,Canada,Sainte-Martine,Québec,A1C,Katherine Nockton,Rigid 75 Pt. Covers,21,0.03
224986,2018-01-01,27,Expedited,Mexico,San Miguel,Mexico,51700,Alan Haines,Office Star - Mesh Screen back chair with Vinyl seat,58,0.37
353782,2018-01-01,5,Second Class,United States,Harrisburg,Pennsylvania,17121,Luke Schmidt,Advantus Panel Wall Acrylic Frame,74,0.42
445070,2018-01-01,19,Standard Class,United States,Sioux City,Iowa,51105,Dario Medina,Okidata B400 Printer,82,0.57
469976,2018-01-01,7,Second Class,United States,Cincinnati,Ohio,45296,John Grady,Enermax Aurora Lite Keyboard,88,0.16
844727,2018-01-01,27,Standard Class,United States,Albuquerque,New Mexico,87140,Tony Chapman,Advantus Push Pins,67,0.2
895600,2018-01-01,29,Second Class,Mexico,Guadalupe,Michoacan De Ocampo,58880,Ben Peterman,AT&T 841000 Phone,74,0.07
603931,2018-01-01,28,Second Class,Mexico,Miguel Hidalgo,Guanajuato,37487,Cyma Kinney,Acco Hanging Data Binders,35,0.18
102447,2018-01-01,9,Standard Class,Mexico,Emiliano Zapata,Veracruz Llave,91560,Tamara Willingham,10 x 13,49,0.6
764287,2018-01-01,20,Expedited,Canada,New Glasgow,Nova Scotia,B2H,Michael Grace,HTC One Mini,63,0.24
65887,2018-01-01,17,First Class,Mexico,Santa Cruz,Chiapas,30560,Shahid Collister,Xerox 1967,87,0.54
137757,2018-01-01,10,Second Class,United States,Phoenix,Arizona,85030,Jasper Cacioppo,Xerox 1913,50,0.5
269339,2018-01-01,14,Standard Class,United States,Atlanta,Georgia,30323,Jason Gross,Pyle PMP37LED,33,0.44
667279,2018-01-01,28,Standard Class,United States,Montgomery,Alabama,36177,Sanjit Jacobs,Tyvek  Top-Opening Peel & Seel Envelopes,19,0.22
306170,2018-01-01,20,First Class,United States,Topeka,Kansas,66617,Craig Molinari,netTALK DUO VoIP Telephone Service,38,0.54
826641,2018-01-01,27,Expedited,United States,Anchorage,Alaska,99507,Todd Boyes,Phone,79,0.48
713464,2018-01-01,23,Second Class,United States,Midland,Texas,79705,Arianne Irving,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,54,0.53
126811,2018-01-01,1,Standard Class,Mexico,El Mirador,Mexico,56564,Ken Dana,Tensor Track Tree Floor Lamp,59,0.61
85301,2018-01-01,20,Expedited,United States,Baltimore,Maryland,21216,Greg Maxwell,Innergie mMini Combo Duo USB Travel Charging Kit,17,0.42
144314,2018-01-01,17,First Class,United States,Dulles,Virginia,20189,Mark Van Huff,Pyle PMP37LED,11,0.66
623028,2018-01-01,13,Standard Class,Canada,Cochrane,Alberta,T4C,Nora Paige,OIC Thumb-Tacks,71,0.66
83076,2018-01-01,13,First Class,Mexico,Buenavista,Oaxaca,71730,Philip Brown,Stockwell Push Pins,94,0.65
287495,2018-01-01,2,First Class,United States,Phoenix,Arizona,85010,Jonathan Doherty,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,8,0.42
687795,2018-01-01,25,First Class,Mexico,La Guadalupe,Oaxaca,71703,Carl Jackson,Executive Impressions 12 Wall Clock,35,0.27
510527,2018-01-01,29,Expedited,United States,New Orleans,Louisiana,70116,Maria Zettner,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,14,0.11
712854,2018-01-01,25,First Class,United States,San Diego,California,92105,Allen Goldenen,Grandstream GXP1160 VoIP phone,76,0.05
144185,2018-01-01,13,Standard Class,United States,Colorado Springs,Colorado,80930,Shahid Collister,Performers Binder/Pad Holder,43,0.34
978332,2018-01-01,8,Expedited,United States,Cincinnati,Ohio,45223,Katherine Ducich,Extra Strips,45,0.71
714860,2018-01-01,6,First Class,United States,Rochester,Minnesota,55905,Vivek Sundaresam,Stacking Tray,23,0.25
581803,2018-01-01,6,Second Class,Mexico,Francisco I Madero,Veracruz Llave,93995,William Brown,Sterilite Show Offs Storage Containers,5,0.74
340336,2018-01-01,20,Expedited,United States,Phoenix,Arizona,85072,Roy Skaria,Newell 317,23,0.38
202606,2018-01-01,21,Expedited,United States,New York City,New York,10131,Pete Kriz,Rosewill 107 Normal Keys USB Wired Standard Keyboard,81,0.58
326485,2018-01-01,17,Second Class,United States,Memphis,Tennessee,38126,Joy Bell-,GBC Laser Imprintable Binding System Covers,87,0.25
967515,2018-01-01,17,Expedited,Mexico,Emiliano Zapata,Guerrero,40896,Dean Katz,Xerox 1951,66,0.38
577841,2018-01-01,16,Second Class,United States,Dulles,Virginia,20189,Sandra Flanagan,Black,5,0.51
894912,2018-01-01,17,Second Class,Canada,Winnipeg,Manitoba,R3L,Henry Goldwyn,Binney & Smith Crayola Metallic Colored Pencils,96,0.25
111796,2018-01-01,16,Standard Class,United States,Terre Haute,Indiana,47812,Ben Wallace,Global Geo Office Task Chair,75,0.46
428814,2018-01-01,30,Standard Class,United States,Macon,Georgia,31205,Carol Triggs,Acco Hanging Data Binders,67,0.6
285940,2018-01-01,18,Standard Class,Canada,Havre-Saint-Pierre,Québec,H4R,Vivek Gonzalez,Xerox 1899,6,0.68
122358,2018-01-01,8,First Class,United States,Johnson City,Tennessee,37605,Mary ORourke,14,30,0.13
166442,2018-01-01,13,Standard Class,United States,Flushing,New York,11388,Tamara Manning,Beige,62,0.1
58170,2018-01-01,18,Standard Class,United States,Fort Wayne,Indiana,46852,Eileen Kiefer,Xerox 229,90,0.06
300984,2018-01-01,14,Standard Class,Canada,Adstock,Québec,G0N,Troy Staebel,Things To Do Today Spiral Book,24,0.48
220242,2018-01-01,8,Expedited,Canada,Killam,Alberta,A0A,Ross DeVincentis,13 1/8W x 12 1/4D x 10 1/2H,53,0.37
908195,2018-01-01,2,Second Class,United States,Washington,District of Columbia,20226,Steve Chapman,Wirebound Standard Line Memo,55,0.32
78785,2018-01-01,1,Second Class,Canada,Melita,Manitoba,M5L,Katrina Bavinger,Blue,62,0.73
574040,2018-01-01,3,Expedited,United States,Kansas City,Missouri,64190,Paul Lucas,Bevis Round Conference Table Top & Single Column Base,85,0.72
490884,2018-01-01,10,Standard Class,Mexico,Lazaro Cardenas,Chiapas,29755,Shaun Chance,Triplicate,78,0.52
558757,2018-01-01,5,First Class,Mexico,Emiliano Zapata,Jalisco,48892,Nathan Gelder,400 Message Capacity,96,0.47
894573,2018-01-01,24,First Class,United States,New Orleans,Louisiana,70116,Philisse Overcash,Hunt Boston Vacuum Mount KS Pencil Sharpener,37,0.26
711416,2018-01-01,13,Second Class,Canada,Grand Bank,Newfoundland and Labrador,E8K,Chad Sievert,Premium Writing Pencils,20,0.55
744982,2018-01-01,9,Expedited,United States,Columbia,Missouri,65211,Victoria Pisteka,Acco Pressboard Covers with Storage Hooks,15,0.42
731704,2018-01-01,11,Standard Class,Mexico,El Zapote,Guerrero,39949,Erica Hernandez,24 Clips in Two Sizes,71,0.54
822876,2018-01-01,10,Expedited,United States,Springfield,Illinois,62756,Rick Duston,Hunt BOSTON Vista Battery-Operated Pencil Sharpener,16,0.04
165651,2018-01-01,30,Standard Class,Mexico,La Escondida,Nuevo Leon,64650,Karen Daniels,Sauder Inglewood Library Bookcases,62,0.73
810176,2018-01-01,4,First Class,United States,Birmingham,Alabama,35254,Dennis Kane,Executive Impressions 12 Wall Clock,82,0.57
958997,2018-01-01,16,First Class,Canada,Prince Rupert,British Columbia,V8J,Darrin Van Huff,SAFCO Commercial Wire Shelving,64,0.61
